Molecule Name,exp_pEC50,category,CNNaffinity,CNNscore,minimizedAffinity,pred_pEC50_raw,n_hops
OADMET-0005094,5.24,train,,,,,
OADMET-0004867,4.05,train,,,,,
OCNT-2318171,5.45,train,,,,,
OCNT-2309944,5.01,train,,,,,
OADMET-0001472,3.57,train,,,,,
OADMET-0003536,5.82,train,,,,,
OADMET-0006307,,phase2,6.76849174,0.599865913,-7.48763657,7.325271565233925,2.0
OCNT-0308489,4.19,train,,,,,
OADMET-0005634,4.09,train,,,,,
OADMET-0002686,5.44,train,,,,,
OCNT-1871087,3.0,train,,,,,
OCNT-1965921,5.37,train,,,,,
OADMET-0005707,4.3,train,,,,,
OCNT-2317425,5.59,train,,,,,
OADMET-0002021,4.41,train,,,,,
OCNT-2317357,4.15,train,,,,,
OADMET-0003131,5.11,train,,,,,
OADMET-0001646,4.22,train,,,,,
OCNT-2315634,5.17,train,,,,,
OADMET-0006130,,phase2,6.9958272,0.545147061,-10.0116959,11.671485109181734,1.0
OADMET-0001175,3.9,train,,,,,
OADMET-0006078,4.19,train,,,,,
OCNT-2328916,4.86,train,,,,,
OADMET-0002937,4.85,train,,,,,
OADMET-0003781,5.46,train,,,,,
OCNT-2316342,5.44,train,,,,,
OADMET-0006475,,phase2,8.79375744,0.79717356,-7.50538206,7.532075572785095,3.0
OADMET-0004259,4.21,train,,,,,
OCNT-2318394,2.94,train,,,,,
OCNT-2313750,4.7,train,,,,,
OADMET-0001553,2.96,train,,,,,
OADMET-0006401,4.74,phase1,7.68255281,0.840309143,-8.29213142,,
OADMET-0004745,4.35,train,,,,,
OADMET-0001266,2.79,train,,,,,
OCNT-2318048,6.494999999999999,train,7.7816577,0.911282778,-7.38411045,,
OCNT-1685184,2.0,train,,,,,
OADMET-0001331,3.09,train,,,,,
OCNT-0016693,2.22,train,,,,,
OADMET-0002898,2.54,train,,,,,
OCNT-2314607,4.78,train,,,,,
OCNT-2317966,4.92,train,,,,,
OADMET-0005246,4.81,train,,,,,
OCNT-0295434,3.93,train,,,,,
OADMET-0001180,4.77,train,,,,,
OCNT-2316161,4.28,train,,,,,
OADMET-0001111,4.24,train,,,,,
OCNT-1871170,2.92,train,,,,,
OCNT-2314895,4.96,train,,,,,
OADMET-0005843,4.74,train,,,,,
OCNT-1307907,5.82,train,,,,,
OCNT-2309183,5.38,train,,,,,
OADMET-0001779,3.76,train,,,,,
OADMET-0001429,3.34,train,,,,,
OCNT-0373806,2.74,train,,,,,
OADMET-0005351,4.41,train,,,,,
OCNT-2316501,5.56,train,,,,,
OCNT-0376400,3.49,train,,,,,
OADMET-0005384,4.62,train,,,,,
OCNT-0476618,3.13,train,,,,,
OADMET-0006519,,phase2,7.804461,0.821710706,-7.97769451,,
OADMET-0002041,5.03,train,,,,,
OCNT-2309536,5.91,train,,,,,
OCNT-1309226,3.81,train,,,,,
OADMET-0006133,,phase2,7.82536936,0.697123587,-8.89903736,3.820969515074004,2.0
OCNT-2315073,1.78,train,,,,,
OADMET-0000940,3.09,train,,,,,
OCNT-1871040,1.77,train,,,,,
OCNT-2317372,4.41,train,,,,,
OCNT-2313536,2.01,train,,,,,
OADMET-0005850,4.07,train,,,,,
OCNT-2314771,5.23,train,,,,,
OADMET-0005138,4.84,train,,,,,
OCNT-2317722,4.42,train,,,,,
OADMET-0002319,3.0,train,,,,,
OCNT-0323337,2.31,train,,,,,
OCNT-2309531,4.2,train,,,,,
OCNT-0497798,4.92,train,,,,,
OCNT-0496475,4.28,train,,,,,
OADMET-0001096,2.3,train,,,,,
OCNT-2308459,5.15,train,,,,,
OCNT-1871026,2.89,train,,,,,
OADMET-0004757,4.55,train,,,,,
OADMET-0005240,4.24,train,,,,,
OADMET-0004830,4.67,train,,,,,
OADMET-0003097,5.9,train,,,,,
OCNT-1307607,3.83,train,,,,,
OADMET-0005470,4.23,train,,,,,
OCNT-2315326,4.35,train,,,,,
OADMET-0002942,5.37,train,,,,,
OADMET-0003606,3.81,train,,,,,
OCNT-2308464,4.88,train,,,,,
OCNT-1308014,4.1,train,,,,,
OCNT-2309093,5.15,train,7.13384867,0.779335499,-8.88330173,,
OCNT-2318669,5.08,train,,,,,
OADMET-0005261,5.05,train,,,,,
OADMET-0005025,4.71,train,,,,,
OCNT-2315186,5.1,train,,,,,
OADMET-0005854,3.96,train,,,,,
OCNT-2309168,5.62,train,,,,,
OCNT-2318261,5.06,train,,,,,
OCNT-2315943,4.86,train,,,,,
OCNT-1307967,2.51,train,,,,,
OCNT-2308748,6.140000000000001,train,7.67413712,0.900492311,-8.85789871,,
OADMET-0003325,5.69,train,,,,,
OCNT-2313502,5.59,train,,,,,
OADMET-0005429,4.97,train,,,,,
OADMET-0003019,4.63,train,,,,,
OADMET-0005836,4.83,train,,,,,
OCNT-2308893,4.77,train,,,,,
OADMET-0001244,2.8,train,,,,,
OCNT-2313017,4.57,train,,,,,
OADMET-0005513,5.2,train,,,,,
OADMET-0005616,4.54,train,,,,,
OADMET-0001746,2.6,train,,,,,
OCNT-2328791,3.26,train,,,,,
OADMET-0001588,4.34,train,,,,,
OCNT-2312829,4.85,train,,,,,
OCNT-1871114,2.95,train,,,,,
OCNT-2328935,3.27,train,,,,,
OCNT-2312660,5.54,train,,,,,
OCNT-2309499,4.37,train,,,,,
OCNT-2314546,5.3,train,,,,,
OCNT-2316175,4.29,train,,,,,
OCNT-2318553,5.03,train,,,,,
OCNT-2313295,5.22,train,,,,,
OADMET-0001657,1.66,train,,,,,
OCNT-2313371,5.23,train,,,,,
OADMET-0005190,5.57,train,,,,,
OCNT-2308630,5.89,train,,,,,
OADMET-0005385,4.57,train,,,,,
OADMET-0005200,5.33,train,,,,,
OADMET-0003681,2.97,train,,,,,
OADMET-0006503,,phase2,7.49994659,0.853425443,-7.68264055,,
OCNT-2310207,4.65,train,,,,,
OCNT-1899941,2.96,train,,,,,
OADMET-0005501,5.29,train,,,,,
OCNT-2317096,5.48,train,,,,,
OADMET-0001135,2.22,train,,,,,
OADMET-0002897,4.89,train,,,,,
OADMET-0002679,5.27,train,,,,,
OCNT-2317366,4.67,train,,,,,
OADMET-0005275,4.43,train,,,,,
OADMET-0005153,4.53,train,,,,,
OADMET-0003853,4.92,train,,,,,
OCNT-2314672,5.11,train,,,,,
OCNT-2311655,4.6,train,,,,,
OADMET-0003043,6.34,train,,,,,
OCNT-1307643,2.57,train,,,,,
OADMET-0003117,5.08,train,,,,,
OCNT-0379209,3.94,train,,,,,
OCNT-2316678,4.67,train,,,,,
OCNT-2313361,3.99,train,,,,,
OCNT-1309399,5.04,train,,,,,
OCNT-2318612,4.21,train,,,,,
OADMET-0001243,3.03,train,,,,,
OADMET-0005426,5.16,train,,,,,
OADMET-0004919,4.65,train,,,,,
OADMET-0006177,,phase2,7.33245897,0.885053277,-8.66138935,6.511821472122795,2.0
OCNT-2318305,4.18,train,,,,,
OCNT-2309815,4.65,train,,,,,
OADMET-0001982,4.745,train,,,,,
OADMET-0002098,2.05,train,,,,,
OCNT-1307590,1.67,train,,,,,
OADMET-0005946,5.06,train,,,,,
OADMET-0002574,4.79,train,,,,,
OCNT-0494047,2.415,train,,,,,
OADMET-0003213,1.75,train,,,,,
OCNT-2312753,5.2,train,,,,,
OADMET-0003808,3.54,train,,,,,
OCNT-2309528,5.33,train,,,,,
OADMET-0001398,1.66,train,,,,,
OCNT-2309125,4.17,train,,,,,
OADMET-0005430,4.75,train,,,,,
OADMET-0005577,4.9,train,,,,,
OCNT-2311864,6.345000000000001,train,7.56360006,0.61460942,-9.1563673,,
OCNT-2318260,5.42,train,,,,,
OADMET-0003051,5.21,train,,,,,
OADMET-0002331,3.77,train,,,,,
OADMET-0001325,3.98,train,,,,,
OCNT-2313038,4.95,train,,,,,
OADMET-0003281,5.45,train,,,,,
OADMET-0003165,5.74,train,,,,,
OADMET-0005555,4.53,train,,,,,
OCNT-2310088,1.72,train,,,,,
OCNT-2311550,5.12,train,,,,,
OADMET-0002691,5.35,train,,,,,
OCNT-2317978,4.83,train,,,,,
OADMET-0003478,1.83,train,,,,,
OADMET-0004873,5.01,train,,,,,
OADMET-0003512,5.89,train,,,,,
OADMET-0003581,2.04,train,,,,,
OCNT-2313673,5.7,train,,,,,
OADMET-0003235,5.19,train,,,,,
OADMET-0006102,4.955,phase1,7.65603781,0.657876313,-6.71645021,7.06132515800734,2.0
OADMET-0001381,4.44,train,,,,,
OCNT-2328974,4.4,train,,,,,
OADMET-0002234,3.75,train,,,,,
OCNT-2315466,5.09,train,,,,,
OCNT-1309201,4.53,train,,,,,
OADMET-0004955,4.57,train,,,,,
OCNT-2310711,4.88,train,,,,,
OADMET-0001790,2.57,train,,,,,
OADMET-0005512,5.01,train,,,,,
OCNT-0301050,3.64,train,,,,,
OCNT-2309891,5.49,train,,,,,
OCNT-2313042,5.07,train,,,,,
OADMET-0001412,4.11,train,,,,,
OADMET-0006467,,phase2,7.80464029,0.666564643,-8.16714954,13.141692104137189,3.0
OADMET-0001372,3.41,train,,,,,
OCNT-1308088,1.89,train,,,,,
OCNT-0332491,3.87,train,,,,,
OCNT-2317675,5.03,train,,,,,
OADMET-0005511,4.73,train,,,,,
OADMET-0005466,4.43,train,,,,,
OADMET-0005522,5.37,train,,,,,
OADMET-0001813,4.07,train,,,,,
OCNT-2314969,5.13,train,,,,,
OCNT-2311896,5.52,train,,,,,
OCNT-0473732,3.66,train,,,,,
OADMET-0006003,4.38,train,,,,,
OADMET-0002647,1.73,train,,,,,
OADMET-0001598,3.71,train,,,,,
OADMET-0001439,5.33,train,,,,,
OADMET-0002973,5.55,train,,,,,
OADMET-0005797,4.85,train,,,,,
OADMET-0001008,2.78,train,,,,,
OADMET-0001772,2.82,train,,,,,
OCNT-2316500,5.22,train,,,,,
OCNT-2309638,4.49,train,,,,,
OADMET-0001788,4.67,train,,,,,
OCNT-2317787,5.49,train,,,,,
OADMET-0006430,5.285,phase1,7.55475569,0.801015556,-8.36026669,,
OCNT-0494299,4.65,train,,,,,
OADMET-0006058,5.26,train,,,,,
OCNT-2317198,5.88,train,,,,,
OADMET-0002248,2.45,train,,,,,
OADMET-0004792,4.04,train,,,,,
OCNT-2310631,5.0,train,,,,,
OCNT-0342017,3.17,train,,,,,
OADMET-0006023,4.98,train,,,,,
OADMET-0001061,4.08,train,,,,,
OCNT-2312640,5.14,train,,,,,
OCNT-0343021,5.11,train,,,,,
OCNT-2315008,4.85,train,,,,,
OADMET-0005156,4.31,train,,,,,
OCNT-2328966,4.48,train,,,,,
OADMET-0002244,2.05,train,,,,,
OADMET-0006099,,phase2,7.59882593,0.732984245,-8.07326412,1.4735193069470882,1.0
OADMET-0003848,4.07,train,,,,,
OCNT-2313406,4.94,train,,,,,
OADMET-0003765,2.79,train,,,,,
OADMET-0006413,5.995,phase1,7.12749481,0.683753967,-8.98914909,6.663850344233516,1.0
OCNT-2315039,4.05,train,,,,,
OADMET-0003879,4.21,train,,,,,
OADMET-0001406,5.86,train,,,,,
OADMET-0003257,6.6850000000000005,train,,,,,
OADMET-0002258,2.66,train,,,,,
OADMET-0002572,5.58,train,,,,,
OCNT-2328557,5.64,train,,,,,
OADMET-0005476,5.3,train,,,,,
OADMET-0004692,4.35,train,,,,,
OADMET-0003690,4.57,train,,,,,
OADMET-0006514,2.725,phase1,7.56455755,0.616210699,-7.1770277,1.4571414494019246,4.0
OADMET-0002011,4.46,train,,,,,
OADMET-0001581,5.01,train,,,,,
OCNT-0327541,3.67,train,,,,,
OCNT-0337089,2.44,train,,,,,
OCNT-2316021,4.23,train,,,,,
OADMET-0005909,4.77,train,,,,,
OADMET-0002892,5.42,train,,,,,
OADMET-0001300,3.18,train,,,,,
OADMET-0003742,2.13,train,,,,,
OADMET-0001436,5.35,train,,,,,
OCNT-2311367,5.03,train,,,,,
OADMET-0001454,2.3,train,,,,,
OCNT-2328529,4.49,train,,,,,
OADMET-0003889,4.89,train,,,,,
OCNT-2311872,4.61,train,,,,,
OADMET-0001989,4.4,train,,,,,
OADMET-0004709,4.48,train,,,,,
OADMET-0002033,3.88,train,,,,,
OCNT-2328806,4.18,train,,,,,
OADMET-0005245,5.01,train,,,,,
OADMET-0006035,5.53,train,,,,,
OCNT-2315290,4.87,train,,,,,
OCNT-2312755,5.42,train,,,,,
OCNT-2316205,5.45,train,,,,,
OADMET-0002155,3.02,train,,,,,
OADMET-0003274,1.74,train,,,,,
OCNT-2318301,4.94,train,,,,,
OADMET-0002547,5.16,train,,,,,
OCNT-2310902,1.82,train,,,,,
OADMET-0003270,5.99,train,,,,,
OADMET-0001551,4.07,train,,,,,
OCNT-1307780,4.63,train,,,,,
OADMET-0005204,4.61,train,,,,,
OCNT-2311014,3.43,train,,,,,
OADMET-0003473,5.98,train,,,,,
OCNT-2309611,5.77,train,,,,,
OADMET-0002893,5.09,train,,,,,
OADMET-0001136,4.16,train,,,,,
OADMET-0002764,4.79,train,,,,,
OCNT-0463748,5.43,train,,,,,
OADMET-0004088,3.99,train,,,,,
OADMET-0003583,2.59,train,,,,,
OCNT-0338825,2.27,train,,,,,
OCNT-1871126,2.61,train,,,,,
OADMET-0006544,4.87,phase1,7.26587439,0.854216218,-7.49958992,1.9609860950046647,3.0
OADMET-0002056,2.82,train,,,,,
OCNT-1965955,4.75,train,,,,,
OCNT-1307777,3.33,train,,,,,
OADMET-0001327,1.91,train,,,,,
OCNT-1966024,4.17,train,,,,,
OCNT-2310194,4.6,train,,,,,
OADMET-0006119,3.955,phase1,7.43831444,0.89507252,-7.97080088,2.6754294505770506,1.0
OADMET-0003459,5.04,train,,,,,
OADMET-0003664,3.4,train,,,,,
OCNT-2312963,4.6,train,,,,,
OCNT-2313971,5.2,train,,,,,
OADMET-0006428,,phase2,7.32891607,0.534024477,-7.67060852,,
OADMET-0000964,3.15,train,,,,,
OCNT-0289446,3.66,train,,,,,
OCNT-2310427,4.87,train,,,,,
OADMET-0003236,1.77,train,,,,,
OADMET-0004964,5.21,train,,,,,
OADMET-0005553,4.79,train,,,,,
OCNT-2315083,4.9,train,,,,,
OCNT-2317500,5.25,train,,,,,
OADMET-0006434,,phase2,8.00464821,0.629621387,-8.26916599,5.860891629702238,5.0
OCNT-1309123,3.94,train,,,,,
OADMET-0006302,5.495,phase1,7.79965782,0.699388802,-8.45531559,3.749063612960736,3.0
OCNT-0328157,2.7,train,,,,,
OADMET-0005047,4.88,train,,,,,
OCNT-2309302,4.64,train,,,,,
OADMET-0003269,5.83,train,,,,,
OADMET-0001621,4.65,train,,,,,
OCNT-1308008,1.88,train,,,,,
OADMET-0003828,4.77,train,,,,,
OADMET-0006225,5.055,phase1,7.25380182,0.793278813,-8.49860764,2.4209885647310747,1.0
OADMET-0002221,2.64,train,,,,,
OCNT-1685169,2.515,train,,,,,
OADMET-0006416,6.015,phase1,7.56749535,0.623889565,-7.85571575,,
OCNT-2315690,4.59,train,,,,,
OCNT-2314661,4.82,train,,,,,
OADMET-0003654,2.27,train,,,,,
OADMET-0001767,5.25,train,,,,,
OCNT-2313014,5.59,train,,,,,
OCNT-2318154,5.16,train,,,,,
OCNT-1307628,5.01,train,,,,,
OCNT-2313586,4.56,train,,,,,
OADMET-0005379,4.34,train,,,,,
OCNT-2318665,5.12,train,,,,,
OCNT-2318487,4.63,train,,,,,
OADMET-0002978,5.11,train,,,,,
OCNT-2310141,5.33,train,,,,,
OCNT-2313395,4.34,train,,,,,
OCNT-2309871,1.73,train,,,,,
OADMET-0004170,5.47,train,,,,,
OADMET-0005790,4.57,train,,,,,
OADMET-0001227,2.79,train,,,,,
OADMET-0002253,3.05,train,,,,,
OADMET-0005172,5.2,train,,,,,
OADMET-0002000,1.92,train,,,,,
OADMET-0001029,2.7,train,,,,,
OADMET-0001477,5.33,train,,,,,
OADMET-0005124,4.5,train,,,,,
OADMET-0005633,4.43,train,,,,,
OCNT-2315590,5.66,train,,,,,
OADMET-0001871,4.38,train,,,,,
OADMET-0001766,4.28,train,,,,,
OADMET-0001626,2.86,train,,,,,
OADMET-0002883,5.48,train,,,,,
OCNT-2308683,5.34,train,,,,,
OCNT-0372402,3.7,train,,,,,
OADMET-0005317,5.34,train,,,,,
OCNT-2312643,5.74,train,,,,,
OCNT-0340791,5.22,train,,,,,
OCNT-2312754,5.79,train,8.07972622,0.842900455,-10.4681578,,
OADMET-0001247,3.55,train,,,,,
OCNT-2309806,4.79,train,,,,,
OADMET-0004686,4.89,train,,,,,
OCNT-2317294,4.91,train,,,,,
OCNT-2328749,4.27,train,,,,,
OCNT-0497825,3.67,train,,,,,
OADMET-0002808,5.19,train,,,,,
OCNT-2311682,3.4,train,,,,,
OADMET-0005209,4.57,train,,,,,
OCNT-2309619,4.93,train,,,,,
OADMET-0006260,3.1100000000000003,phase1,7.22740602,0.630879283,-6.85175467,5.226998881043004,1.0
OADMET-0006329,,phase2,7.97898245,0.694527686,-8.24577713,,
OADMET-0002250,4.14,train,,,,,
OADMET-0001633,4.18,train,,,,,
OCNT-2311272,4.57,train,,,,,
OCNT-2313178,4.78,train,,,,,
OADMET-0002071,2.72,train,,,,,
OADMET-0005669,4.68,train,,,,,
OADMET-0003250,5.06,train,,,,,
OADMET-0002709,5.49,train,,,,,
OCNT-2316556,5.45,train,,,,,
OADMET-0001902,4.7,train,,,,,
OADMET-0001387,1.63,train,,,,,
OADMET-0002220,1.88,train,,,,,
OADMET-0005937,4.89,train,,,,,
OCNT-2311609,5.64,train,,,,,
OADMET-0002575,6.16,train,,,,,
OCNT-2314589,4.88,train,,,,,
OCNT-0494044,1.81,train,,,,,
OCNT-2315205,5.04,train,,,,,
OCNT-2317124,5.33,train,,,,,
OCNT-2309082,4.7,train,,,,,
OCNT-1965891,3.49,train,,,,,
OADMET-0001762,4.26,train,,,,,
OADMET-0005603,4.29,train,,,,,
OADMET-0001748,4.89,train,,,,,
OCNT-2311807,5.06,train,,,,,
OCNT-0287939,3.33,train,,,,,
OADMET-0001509,2.86,train,,,,,
OCNT-2316200,4.52,train,,,,,
OADMET-0005695,3.94,train,,,,,
OCNT-2312199,4.86,train,,,,,
OADMET-0002080,3.32,train,,,,,
OCNT-2317892,5.0,train,,,,,
OCNT-2309469,4.48,train,,,,,
OADMET-0001019,2.31,train,,,,,
OADMET-0003135,5.54,train,,,,,
OCNT-1309354,1.68,train,,,,,
OADMET-0001142,4.24,train,,,,,
OADMET-0003095,4.77,train,,,,,
OCNT-2313318,5.355,train,,,,,
OADMET-0006083,4.66,train,,,,,
OCNT-1308026,3.95,train,,,,,
OADMET-0003480,5.33,train,,,,,
OCNT-0498154,4.3,train,,,,,
OADMET-0006493,,phase2,8.22303867,0.729350269,-8.99199295,,
OADMET-0005128,5.46,train,,,,,
OADMET-0002610,4.6850000000000005,train,,,,,
OCNT-1871139,3.7,train,,,,,
OCNT-2312604,5.43,train,,,,,
OCNT-2312131,4.37,train,,,,,
OADMET-0005053,4.95,train,,,,,
OADMET-0005168,4.95,train,,,,,
OADMET-0003569,1.75,train,,,,,
OADMET-0006029,4.74,train,,,,,
OADMET-0003298,5.85,train,,,,,
OCNT-1685171,2.96,train,,,,,
OCNT-2317660,5.28,train,,,,,
OCNT-2314995,5.98,train,,,,,
OCNT-2315318,4.73,train,,,,,
OCNT-1685214,3.03,train,,,,,
OCNT-2316695,5.38,train,,,,,
OADMET-0000998,2.57,train,,,,,
OADMET-0006577,,phase2,7.19093084,0.84248662,-8.92301846,,
OADMET-0002615,5.33,train,,,,,
OCNT-0465589,3.38,train,,,,,
OCNT-1966006,2.7,train,,,,,
OCNT-2309249,4.76,train,,,,,
OCNT-1307797,3.88,train,,,,,
OCNT-0335958,3.61,train,,,,,
OADMET-0005176,4.86,train,,,,,
OADMET-0005388,6.06,train,,,,,
OADMET-0006541,,phase2,7.12179756,0.790808558,-6.61523008,,
OADMET-0004297,5.04,train,,,,,
OADMET-0004769,4.76,train,,,,,
OADMET-0001003,3.49,train,,,,,
OADMET-0003234,5.43,train,,,,,
OADMET-0006351,5.58,phase1,7.47971582,0.725591898,-8.14070415,2.419112726309669,1.0
OADMET-0003387,4.97,train,,,,,
OCNT-1308021,4.11,train,,,,,
OADMET-0005858,5.29,train,,,,,
OCNT-0363077,3.5,train,,,,,
OCNT-2315351,4.36,train,,,,,
OADMET-0003200,5.89,train,,,,,
OADMET-0002648,4.69,train,,,,,
OADMET-0002636,5.19,train,,,,,
OADMET-0001888,4.13,train,,,,,
OADMET-0006161,4.34,phase1,7.84058046,0.91540575,-10.657033,6.575279514521756,2.0
OADMET-0003061,4.94,train,,,,,
OCNT-2316007,4.84,train,,,,,
OADMET-0001685,2.27,train,,,,,
OCNT-1307778,4.25,train,,,,,
OCNT-0362112,4.96,train,,,,,
OCNT-1263864,2.81,train,,,,,
OCNT-2311417,5.41,train,,,,,
OCNT-0360655,3.49,train,,,,,
OCNT-2312716,4.85,train,,,,,
OCNT-0340864,4.15,train,,,,,
OCNT-2309693,5.12,train,,,,,
OCNT-2311662,5.84,train,7.92115021,0.703401268,-7.57708645,,
OCNT-2313233,4.71,train,,,,,
OCNT-2318606,4.24,train,,,,,
OCNT-1871058,1.92,train,,,,,
OCNT-1871074,2.06,train,,,,,
OADMET-0002819,6.345000000000001,train,,,,,
OADMET-0006286,,phase2,8.05340862,0.867791057,-8.15698814,3.685917651102282,3.0
OADMET-0003612,4.57,train,,,,,
OCNT-2314843,5.35,train,,,,,
OADMET-0006026,4.64,train,,,,,
OCNT-2312274,4.58,train,,,,,
OCNT-0349160,3.2,train,,,,,
OCNT-2317274,4.73,train,,,,,
OCNT-0494053,4.81,train,,,,,
OADMET-0003633,1.82,train,,,,,
OCNT-1307788,2.94,train,,,,,
OCNT-2315379,5.765000000000001,train,,,,,
OADMET-0004067,4.82,train,,,,,
OADMET-0001322,2.55,train,,,,,
OADMET-0005304,4.6,train,,,,,
OADMET-0005650,4.27,train,,,,,
OCNT-2315057,4.45,train,,,,,
OADMET-0003400,5.38,train,,,,,
OCNT-2313765,5.46,train,,,,,
OCNT-2317195,4.22,train,,,,,
OADMET-0003092,3.69,train,,,,,
OADMET-0002262,1.97,train,,,,,
OADMET-0001067,3.11,train,,,,,
OCNT-2309676,5.08,train,,,,,
OADMET-0006506,2.2,phase1,7.6589222,0.558418691,-8.62581635,1.002682671527527,3.0
OADMET-0003170,5.54,train,,,,,
OADMET-0000970,4.25,train,,,,,
OADMET-0003436,5.859999999999999,train,,,,,
OCNT-2310667,5.35,train,,,,,
OADMET-0003784,2.59,train,,,,,
OCNT-2315642,4.9,train,,,,,
OADMET-0002178,2.45,train,,,,,
OCNT-0463489,4.8,train,,,,,
OADMET-0004747,4.69,train,,,,,
OCNT-2311099,5.08,train,,,,,
OCNT-1755343,4.67,train,,,,,
OADMET-0005662,4.28,train,,,,,
OCNT-2312337,4.93,train,,,,,
OADMET-0004878,4.72,train,,,,,
OCNT-2310396,5.02,train,,,,,
OADMET-0005884,5.04,train,,,,,
OCNT-0002624,2.19,train,,,,,
OCNT-1965993,4.28,train,,,,,
OADMET-0003471,5.4,train,,,,,
OADMET-0006587,5.31,phase1,6.91094589,0.866981626,-8.09165001,5.902693038280984,1.0
OCNT-2309972,4.56,train,,,,,
OCNT-0493917,2.36,train,,,,,
OCNT-2317994,4.84,train,,,,,
OCNT-2310835,5.18,train,,,,,
OCNT-2309970,5.51,train,,,,,
OCNT-2313427,4.57,train,,,,,
OADMET-0003144,5.11,train,,,,,
OADMET-0001789,1.73,train,,,,,
OADMET-0003766,3.89,train,,,,,
OCNT-2312435,5.16,train,,,,,
OCNT-1965983,5.19,train,,,,,
OCNT-2315222,4.97,train,,,,,
OCNT-2310827,4.91,train,,,,,
OADMET-0002734,1.81,train,,,,,
OADMET-0004418,5.2,train,,,,,
OADMET-0003615,3.29,train,,,,,
OCNT-2309723,4.98,train,,,,,
OCNT-2310215,4.07,train,,,,,
OCNT-2313466,4.87,train,,,,,
OCNT-2317723,5.21,train,,,,,
OADMET-0001251,4.47,train,,,,,
OCNT-2313396,4.16,train,,,,,
OCNT-2318211,5.37,train,,,,,
OCNT-2315589,5.15,train,,,,,
OCNT-1871175,1.95,train,,,,,
OCNT-2309782,5.15,train,,,,,
OCNT-0330669,2.5,train,,,,,
OCNT-2310222,4.98,train,,,,,
OCNT-2316948,5.04,train,,,,,
OADMET-0006311,4.725,phase1,7.16901016,0.686122775,-7.29541016,5.064971797702262,1.0
OADMET-0003341,6.09,train,,,,,
OADMET-0002100,3.01,train,,,,,
OADMET-0003084,5.42,train,,,,,
OCNT-2312156,5.71,train,,,,,
OCNT-2318557,1.73,train,,,,,
OADMET-0005188,4.78,train,,,,,
OADMET-0002880,5.06,train,,,,,
OCNT-2328525,2.24,train,,,,,
OADMET-0003829,4.49,train,,,,,
OADMET-0001346,4.38,train,,,,,
OADMET-0005416,5.28,train,,,,,
OADMET-0005584,4.05,train,,,,,
OADMET-0006418,3.84,phase1,6.87607956,0.738655746,-7.41104317,5.679339413746542,4.0
OADMET-0006604,4.715,phase1,7.54729509,0.764165938,-9.5675106,,
OCNT-2312809,5.17,train,,,,,
OADMET-0000939,4.76,train,,,,,
OCNT-1307898,3.27,train,,,,,
OCNT-1871134,3.41,train,,,,,
OADMET-0006272,4.824999999999999,phase1,7.47766638,0.709969103,-8.13746357,2.8441165831205195,3.0
OADMET-0005557,5.13,train,,,,,
OCNT-2313164,4.47,train,,,,,
OADMET-0002599,5.63,train,,,,,
OADMET-0003785,2.02,train,,,,,
OADMET-0001527,3.79,train,,,,,
OCNT-2314215,5.11,train,,,,,
OADMET-0003264,5.265000000000001,train,,,,,
OADMET-0005751,4.28,train,,,,,
OADMET-0002053,2.49,train,,,,,
OCNT-2309047,5.16,train,,,,,
OADMET-0003138,5.47,train,,,,,
OADMET-0001405,5.8,train,,,,,
OADMET-0001804,4.22,train,,,,,
OADMET-0004321,5.11,train,,,,,
OCNT-2311010,4.99,train,,,,,
OADMET-0004272,4.23,train,,,,,
OCNT-2316710,1.96,train,,,,,
OADMET-0002785,5.41,train,,,,,
OCNT-1965951,3.86,train,,,,,
OCNT-2312840,4.42,train,,,,,
OADMET-0001938,2.19,train,,,,,
OADMET-0005975,4.71,train,,,,,
OADMET-0003580,4.81,train,,,,,
OADMET-0005320,4.54,train,,,,,
OCNT-1307845,2.97,train,,,,,
OADMET-0004701,4.89,train,,,,,
OADMET-0001223,2.9,train,,,,,
OADMET-0002982,5.31,train,,,,,
OCNT-2315679,5.62,train,,,,,
OADMET-0006526,,phase2,7.26978064,0.624647796,-9.33474827,4.158918838816078,2.0
OADMET-0005910,4.57,train,,,,,
OCNT-0474527,4.01,train,,,,,
OADMET-0003591,3.29,train,,,,,
OADMET-0003605,4.34,train,,,,,
OCNT-2318300,4.74,train,,,,,
OCNT-1307550,2.66,train,,,,,
OCNT-0498147,1.94,train,,,,,
OCNT-0295739,2.88,train,,,,,
OCNT-2315132,4.43,train,,,,,
OADMET-0002152,2.85,train,,,,,
OADMET-0002695,2.69,train,,,,,
OCNT-0470099,4.65,train,,,,,
OADMET-0002624,1.74,train,,,,,
OCNT-2313053,4.42,train,,,,,
OCNT-0338332,2.86,train,,,,,
OADMET-0003467,6.494999999999999,train,,,,,
OADMET-0005173,4.82,train,,,,,
OCNT-2316772,5.06,train,,,,,
OADMET-0001200,4.17,train,,,,,
OCNT-2328769,3.93,train,,,,,
OCNT-1307667,2.44,train,,,,,
OCNT-2316051,4.67,train,,,,,
OADMET-0001878,4.83,train,,,,,
OADMET-0001513,4.98,train,,,,,
OCNT-2315621,1.75,train,,,,,
OCNT-2317283,4.6,train,,,,,
OCNT-2310920,4.82,train,,,,,
OADMET-0002616,5.88,train,,,,,
OADMET-0002789,5.46,train,,,,,
OADMET-0002662,5.87,train,,,,,
OADMET-0003217,4.220000000000001,train,,,,,
