cluster_id,transform_name,edge,leg,status,fail_type,fail_msg,ddg_estimate,ddg_uncertainty,result_location,wall_clock_s,gpu_name,gpu_capability,gpu_memory_mb,server,slot,num_job_starts,exit_code,wall_clock_h
421,rbfe_OADMET-0006345_solvent_OCNT-2316432_solvent,rbfe_OADMET-0006345_OCNT-2316432,solvent,COMPLETED,,,-20.66703632854638,0.0,inner,3170,NVIDIA H200,9.0,143166,gpu4004.chtc.wisc.edu,backfill1_6@gpu4004.chtc.wisc.edu,1,0,0.8805555555555555
422,rbfe_OADMET-0006429_complex_OADMET-0006132_complex,rbfe_OADMET-0006429_OADMET-0006132,complex,COMPLETED,,,9.297384082389662,0.0,inner,7398,NVIDIA L40S,8.9,45468,jcaicedogpu0003.chtc.wisc.edu,backfill1_5@jcaicedogpu0003.chtc.wisc.edu,1,0,2.055
422,rbfe_OADMET-0006429_solvent_OADMET-0006132_solvent,rbfe_OADMET-0006429_OADMET-0006132,solvent,COMPLETED,,,7.311545909710253,0.0,inner,2306,NVIDIA L40S,8.9,45460,gpu4006.chtc.wisc.edu,slot2_2@gpu4006.chtc.wisc.edu,1,0,0.6405555555555555
422,rbfe_OCNT-2313609_complex_OCNT-2315609_complex,rbfe_OCNT-2313609_OCNT-2315609,complex,COMPLETED,,,-126.64529666443964,0.0,inner,13001,NVIDIA A100 80GB PCIe,8.0,81153,glidein_2216868_197643324@epyc10,slot1_3@glidein_2216868_197643324@epyc10,1,0,3.611388888888889
422,rbfe_OCNT-2313609_solvent_OCNT-2315609_solvent,rbfe_OCNT-2313609_OCNT-2315609,solvent,COMPLETED,,,-124.76292070006231,0.0,inner,3309,NVIDIA A100-SXM4-80GB,8.0,81156,glidein_21050_271425591@spark-agpu225.chtc.wisc.edu,slot1_1@glidein_21050_271425591@spark-agpu225.chtc.wisc.edu,1,0,0.9191666666666667
422,rbfe_OCNT-2315609_complex_OADMET-0006132_complex,rbfe_OCNT-2315609_OADMET-0006132,complex,COMPLETED,,,94.22827303326171,0.0,inner,9762,NVIDIA H100 80GB HBM3,9.0,81081,glidein_44325_252695070@gpu019.rci.montana.edu,slot1_1@glidein_44325_252695070@gpu019.rci.montana.edu,2,0,2.7116666666666664
422,rbfe_OCNT-2315609_complex_OADMET-0006180_complex,rbfe_OCNT-2315609_OADMET-0006180,complex,COMPLETED,,,74.56139611632089,0.0,inner,10352,Quadro RTX 6000,7.5,22684,glidein_1316482_135755266@qa-rtx6k-031.crc.nd.edu,slot1_1@glidein_1316482_135755266@qa-rtx6k-031.crc.nd.edu,1,0,2.8755555555555556
422,rbfe_OCNT-2315609_complex_OADMET-0006280_complex,rbfe_OCNT-2315609_OADMET-0006280,complex,COMPLETED,,,88.01607268326448,0.0,top,8935,NVIDIA L40,8.9,45468,gpu4002.chtc.wisc.edu,slot1_5@gpu4002.chtc.wisc.edu,11,2,2.4819444444444443
422,rbfe_OCNT-2315609_complex_OADMET-0006536_complex,rbfe_OCNT-2315609_OADMET-0006536,complex,COMPLETED,,,182.77787738977776,0.0,inner,8621,NVIDIA H100 80GB HBM3,9.0,81089,gpu4003.chtc.wisc.edu,slot2_4@gpu4003.chtc.wisc.edu,1,0,2.394722222222222
422,rbfe_OCNT-2315609_complex_OADMET-0006557_complex,rbfe_OCNT-2315609_OADMET-0006557,complex,COMPLETED,,,11.91698568229124,0.0,inner,9581,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2001.chtc.wisc.edu,slot2_2@gpulab2001.chtc.wisc.edu,1,0,2.661388888888889
422,rbfe_OCNT-2315609_complex_OADMET-0006561_complex,rbfe_OCNT-2315609_OADMET-0006561,complex,COMPLETED,,,173.8077794395655,0.0,inner,11116,NVIDIA A100-SXM4-80GB,8.0,81154,gpu2003.chtc.wisc.edu,slot2_4@gpu2003.chtc.wisc.edu,1,0,3.0877777777777777
422,rbfe_OCNT-2315609_complex_OADMET-0006570_complex,rbfe_OCNT-2315609_OADMET-0006570,complex,COMPLETED,,,161.90297987679745,0.0,inner,8304,NVIDIA L40S,8.9,45468,jcaicedogpu0002.chtc.wisc.edu,backfill1_5@jcaicedogpu0002.chtc.wisc.edu,1,0,2.3066666666666666
422,rbfe_OCNT-2315609_solvent_OADMET-0006132_solvent,rbfe_OCNT-2315609_OADMET-0006132,solvent,COMPLETED,,,84.1903451882491,0.0,inner,4962,NVIDIA L40,8.9,45468,jcaicedogpu0000.chtc.wisc.edu,backfill1_5@jcaicedogpu0000.chtc.wisc.edu,1,0,1.3783333333333334
422,rbfe_OCNT-2315609_solvent_OADMET-0006180_solvent,rbfe_OCNT-2315609_OADMET-0006180,solvent,COMPLETED,,,73.46702850006008,0.0,inner,2230,NVIDIA L40S,8.9,45468,jcaicedogpu0004.chtc.wisc.edu,backfill1_2@jcaicedogpu0004.chtc.wisc.edu,1,0,0.6194444444444445
422,rbfe_OCNT-2315609_solvent_OADMET-0006280_solvent,rbfe_OCNT-2315609_OADMET-0006280,solvent,COMPLETED,,,89.24756635878754,0.0,inner,2222,NVIDIA L40S,8.9,45468,jcaicedogpu0003.chtc.wisc.edu,backfill1_1@jcaicedogpu0003.chtc.wisc.edu,1,0,0.6172222222222222
422,rbfe_OCNT-2315609_solvent_OADMET-0006536_solvent,rbfe_OCNT-2315609_OADMET-0006536,solvent,COMPLETED,,,183.21406872556844,0.0,inner,2631,NVIDIA H200,9.0,143166,ssilwalgpu4000.chtc.wisc.edu,backfill1_4@ssilwalgpu4000.chtc.wisc.edu,1,0,0.7308333333333333
422,rbfe_OCNT-2315609_solvent_OADMET-0006557_solvent,rbfe_OCNT-2315609_OADMET-0006557,solvent,COMPLETED,,,9.085353386304105,0.0,inner,2320,NVIDIA L40S,8.9,45460,dbrundagegpu5000.chtc.wisc.edu,backfill1_1@dbrundagegpu5000.chtc.wisc.edu,1,0,0.6444444444444445
422,rbfe_OCNT-2315609_solvent_OADMET-0006561_solvent,rbfe_OCNT-2315609_OADMET-0006561,solvent,COMPLETED,,,176.64349062007906,0.0,inner,5829,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2001.chtc.wisc.edu,slot2_3@gpulab2001.chtc.wisc.edu,1,0,1.6191666666666666
422,rbfe_OCNT-2315609_solvent_OADMET-0006570_solvent,rbfe_OCNT-2315609_OADMET-0006570,solvent,COMPLETED,,,158.52995304678842,0.0,inner,3029,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_4@blengerichgpu4000.chtc.wisc.edu,1,0,0.8413888888888889
423,rbfe_OADMET-0006179_complex_OADMET-0006389_complex,rbfe_OADMET-0006179_OADMET-0006389,complex,COMPLETED,,,180.618985778092,0.0,inner,11645,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2001.chtc.wisc.edu,slot2_4@gpulab2001.chtc.wisc.edu,1,0,3.234722222222222
423,rbfe_OADMET-0006179_solvent_OADMET-0006389_solvent,rbfe_OADMET-0006179_OADMET-0006389,solvent,COMPLETED,,,183.50333169106602,0.0,inner,4948,Quadro RTX 6000,7.5,22684,glidein_3531754_189373277@qa-rtx6k-037.crc.nd.edu,slot1_1@glidein_3531754_189373277@qa-rtx6k-037.crc.nd.edu,1,0,1.3744444444444444
423,rbfe_OADMET-0006367_complex_OADMET-0006179_complex,rbfe_OADMET-0006367_OADMET-0006179,complex,COMPLETED,,,47.102600760036665,0.0,inner,12031,NVIDIA GeForce RTX 2080 Ti,7.5,11004,vetsigian0001.chtc.wisc.edu,slot2_7@vetsigian0001.chtc.wisc.edu,1,0,3.3419444444444446
423,rbfe_OADMET-0006367_solvent_OADMET-0006179_solvent,rbfe_OADMET-0006367_OADMET-0006179,solvent,COMPLETED,,,47.202355365999516,0.0,inner,4794,NVIDIA A40,8.6,45739,glidein_3062367_187566720@gpu03,slot1_3@glidein_3062367_187566720@gpu03,1,0,1.3316666666666668
423,rbfe_OCNT-2315483_complex_OADMET-0006179_complex,rbfe_OCNT-2315483_OADMET-0006179,complex,COMPLETED,,,-202.81613233339826,0.0,top,8243,NVIDIA L40S,8.9,45460,dbrundagegpu5000.chtc.wisc.edu,backfill1_3@dbrundagegpu5000.chtc.wisc.edu,2,0,2.289722222222222
423,rbfe_OCNT-2315483_solvent_OADMET-0006179_solvent,rbfe_OCNT-2315483_OADMET-0006179,solvent,COMPLETED,,,-203.03933591911232,0.0,inner,3543,NVIDIA A100-SXM4-80GB,8.0,81154,gpu2009.chtc.wisc.edu,slot2_1@gpu2009.chtc.wisc.edu,1,0,0.9841666666666666
43,rbfe_OCNT-2312002_complex_OADMET-0006574_complex,rbfe_OCNT-2312002_OADMET-0006574,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,NVIDIA H200,9.0,143156,glidein_2544371_161795655@compute-gpu-03,slot1_1@glidein_2544371_161795655@compute-gpu-03,11,2,0.0011111111111111111
43,rbfe_OCNT-2312002_solvent_OADMET-0006574_solvent,rbfe_OCNT-2312002_OADMET-0006574,solvent,COMPLETED,,,35.9478426233386,0.0,inner,4441,Tesla P100-PCIE-16GB,6.0,16269,ahlquist0001.chtc.wisc.edu,backfill1_1@ahlquist0001.chtc.wisc.edu,1,0,1.2336111111111112
430,rbfe_OCNT-2317682_complex_OADMET-0006172_complex,rbfe_OCNT-2317682_OADMET-0006172,complex,COMPLETED,,,-56.940158590075434,0.0,top,14939,NVIDIA RTX A5000,8.6,24361,glidein_431261_919144743@gpu08,slot1_1@glidein_431261_919144743@gpu08,3,0,4.1497222222222225
430,rbfe_OCNT-2317682_solvent_OADMET-0006172_solvent,rbfe_OCNT-2317682_OADMET-0006172,solvent,COMPLETED,,,-60.816969116139916,0.0,inner,2506,NVIDIA L40S,8.9,45468,mrudolphgpu4001.chtc.wisc.edu,backfill1_2@mrudolphgpu4001.chtc.wisc.edu,1,0,0.6961111111111111
434,rbfe_OADMET-0006168_complex_OCNT-2317556_complex,rbfe_OADMET-0006168_OCNT-2317556,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,2468,NVIDIA RTX A5000,8.6,24361,glidein_431261_919144743@gpu08,slot1_5@glidein_431261_919144743@gpu08,11,1,0.6855555555555556
434,rbfe_OADMET-0006168_solvent_OCNT-2317556_solvent,rbfe_OADMET-0006168_OCNT-2317556,solvent,COMPLETED,,,21.29188675345182,0.0,inner,3415,Quadro RTX 6000,7.5,22684,glidein_3371856_69139623@qa-rtx6k-025.crc.nd.edu,slot1_1@glidein_3371856_69139623@qa-rtx6k-025.crc.nd.edu,1,0,0.9486111111111111
435,rbfe_OADMET-0006282_complex_OADMET-0006243_complex,rbfe_OADMET-0006282_OADMET-0006243,complex,COMPLETED,,,60.27402553667635,0.0,top,7759,NVIDIA GeForce RTX 2080 Ti,7.5,11004,ahlquist0000.chtc.wisc.edu,backfill1_6@ahlquist0000.chtc.wisc.edu,11,2,2.1552777777777776
435,rbfe_OADMET-0006282_solvent_OADMET-0006243_solvent,rbfe_OADMET-0006282_OADMET-0006243,solvent,COMPLETED,,,59.987465744115354,0.0,inner,2217,NVIDIA L40S,8.9,45468,jcaicedogpu0004.chtc.wisc.edu,backfill1_6@jcaicedogpu0004.chtc.wisc.edu,1,0,0.6158333333333333
435,rbfe_OADMET-0006365_complex_OADMET-0006167_complex,rbfe_OADMET-0006365_OADMET-0006167,complex,COMPLETED,,,152.4872569017016,0.0,inner,8337,NVIDIA L40,8.9,45468,jcaicedogpu0000.chtc.wisc.edu,backfill1_3@jcaicedogpu0000.chtc.wisc.edu,1,0,2.3158333333333334
435,rbfe_OADMET-0006365_complex_OADMET-0006254_complex,rbfe_OADMET-0006365_OADMET-0006254,complex,COMPLETED,,,120.72952324313306,0.0,inner,7483,NVIDIA L40S,8.9,45468,jcaicedogpu0004.chtc.wisc.edu,backfill1_1@jcaicedogpu0004.chtc.wisc.edu,1,0,2.078611111111111
435,rbfe_OADMET-0006365_complex_OADMET-0006258_complex,rbfe_OADMET-0006365_OADMET-0006258,complex,COMPLETED,,,147.38100507668048,0.0,inner,7432,NVIDIA L40S,8.9,45468,jcaicedogpu0004.chtc.wisc.edu,backfill1_5@jcaicedogpu0004.chtc.wisc.edu,1,0,2.0644444444444443
435,rbfe_OADMET-0006365_complex_OADMET-0006282_complex,rbfe_OADMET-0006365_OADMET-0006282,complex,COMPLETED,,,83.98475433720412,0.0,inner,11117,NVIDIA H100 NVL,9.0,95235,GSU-Adonis-EP.osg-endpoint-74b7c7597f-7qdgv,slot1_4@GSU-Adonis-EP.osg-endpoint-74b7c7597f-7qdgv,1,0,3.0880555555555556
435,rbfe_OADMET-0006365_solvent_OADMET-0006167_solvent,rbfe_OADMET-0006365_OADMET-0006167,solvent,COMPLETED,,,156.56250193942634,0.0,inner,3692,NVIDIA A100-SXM4-80GB,8.0,81154,gpu2004.chtc.wisc.edu,slot2_3@gpu2004.chtc.wisc.edu,1,0,1.0255555555555556
435,rbfe_OADMET-0006365_solvent_OADMET-0006254_solvent,rbfe_OADMET-0006365_OADMET-0006254,solvent,COMPLETED,,,124.17945991476826,0.0,inner,3101,NVIDIA RTX A5000,8.6,24361,glidein_3572203_1157457015@gpu09,slot1_2@glidein_3572203_1157457015@gpu09,1,0,0.8613888888888889
435,rbfe_OADMET-0006365_solvent_OADMET-0006258_solvent,rbfe_OADMET-0006365_OADMET-0006258,solvent,COMPLETED,,,151.03232116876916,0.0,inner,3805,NVIDIA RTX A5000,8.6,24361,glidein_795025_64906636@gpu07,slot1_3@glidein_795025_64906636@gpu07,1,0,1.0569444444444445
435,rbfe_OADMET-0006365_solvent_OADMET-0006282_solvent,rbfe_OADMET-0006365_OADMET-0006282,solvent,COMPLETED,,,83.57462054447585,0.0,inner,2948,NVIDIA L40S,8.9,45468,jcaicedogpu0003.chtc.wisc.edu,backfill1_6@jcaicedogpu0003.chtc.wisc.edu,1,0,0.8188888888888889
435,rbfe_OADMET-0006475_complex_OADMET-0006167_complex,rbfe_OADMET-0006475_OADMET-0006167,complex,COMPLETED,,,-25.91148343771668,0.0,inner,7471,NVIDIA L40S,8.9,45468,jcaicedogpu0004.chtc.wisc.edu,backfill1_4@jcaicedogpu0004.chtc.wisc.edu,1,0,2.075277777777778
435,rbfe_OADMET-0006475_solvent_OADMET-0006167_solvent,rbfe_OADMET-0006475_OADMET-0006167,solvent,COMPLETED,,,-26.727740643268316,0.0,inner,2706,NVIDIA H200,9.0,143166,gpu4004.chtc.wisc.edu,backfill1_2@gpu4004.chtc.wisc.edu,1,0,0.7516666666666667
435,rbfe_OADMET-0006607_complex_OADMET-0006602_complex,rbfe_OADMET-0006607_OADMET-0006602,complex,COMPLETED,,,73.69324227310764,0.0,top,8445,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2003.chtc.wisc.edu,slot2_4@gpulab2003.chtc.wisc.edu,11,2,2.345833333333333
435,rbfe_OADMET-0006607_solvent_OADMET-0006602_solvent,rbfe_OADMET-0006607_OADMET-0006602,solvent,COMPLETED,,,77.40790858859162,0.0,inner,3451,NVIDIA H100 80GB HBM3,9.0,81081,glidein_110049_83791488@gpu021.rci.montana.edu,slot1_1@glidein_110049_83791488@gpu021.rci.montana.edu,1,0,0.9586111111111111
435,rbfe_OCNT-2311806_complex_OADMET-0006361_complex,rbfe_OCNT-2311806_OADMET-0006361,complex,COMPLETED,,,-17.53121380431502,0.0,inner,8335,NVIDIA H200,9.0,143166,ssilwalgpu4000.chtc.wisc.edu,backfill1_2@ssilwalgpu4000.chtc.wisc.edu,1,0,2.3152777777777778
435,rbfe_OCNT-2311806_complex_OADMET-0006365_complex,rbfe_OCNT-2311806_OADMET-0006365,complex,COMPLETED,,,-158.16090754099378,0.0,inner,11796,NVIDIA RTX A5000,8.6,24361,glidein_1584723_273438385@gpu06,slot1_3@glidein_1584723_273438385@gpu06,1,0,3.276666666666667
435,rbfe_OCNT-2311806_complex_OADMET-0006602_complex,rbfe_OCNT-2311806_OADMET-0006602,complex,COMPLETED,,,4.552468289998729,0.0,top,12803,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2003.chtc.wisc.edu,slot2_4@gpulab2003.chtc.wisc.edu,11,2,3.556388888888889
435,rbfe_OCNT-2311806_solvent_OADMET-0006361_solvent,rbfe_OCNT-2311806_OADMET-0006361,solvent,COMPLETED,,,-18.079732117909995,0.0,inner,2180,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_1@blengerichgpu4000.chtc.wisc.edu,1,0,0.6055555555555555
435,rbfe_OCNT-2311806_solvent_OADMET-0006365_solvent,rbfe_OCNT-2311806_OADMET-0006365,solvent,COMPLETED,,,-160.89477511810583,0.0,inner,2437,NVIDIA H200,9.0,143158,dbrundage-chtcgpu5000.chtc.wisc.edu,backfill1_4@dbrundage-chtcgpu5000.chtc.wisc.edu,1,0,0.6769444444444445
435,rbfe_OCNT-2311806_solvent_OADMET-0006602_solvent,rbfe_OCNT-2311806_OADMET-0006602,solvent,COMPLETED,,,3.477172831120728,0.0,inner,2848,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_6@blengerichgpu4000.chtc.wisc.edu,1,0,0.7911111111111111
436,rbfe_OADMET-0006310_complex_OADMET-0006166_complex,rbfe_OADMET-0006310_OADMET-0006166,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1617,NVIDIA H100 80GB HBM3,9.0,81081,glidein_25283_217610470@gpu022.rci.montana.edu,slot1_1@glidein_25283_217610470@gpu022.rci.montana.edu,12,1,0.44916666666666666
436,rbfe_OADMET-0006310_solvent_OADMET-0006166_solvent,rbfe_OADMET-0006310_OADMET-0006166,solvent,COMPLETED,,,-56.72557253244291,0.0,inner,3243,NVIDIA GeForce RTX 2080 Ti,7.5,11004,vetsigian0001.chtc.wisc.edu,slot2_4@vetsigian0001.chtc.wisc.edu,1,0,0.9008333333333334
436,rbfe_OADMET-0006349_complex_OADMET-0006171_complex,rbfe_OADMET-0006349_OADMET-0006171,complex,FAILED,IndexError,list index out of range,,,,5,NVIDIA H200,9.0,143158,dbrundage-chtcgpu5000.chtc.wisc.edu,backfill1_1@dbrundage-chtcgpu5000.chtc.wisc.edu,11,2,0.001388888888888889
436,rbfe_OADMET-0006349_complex_OADMET-0006310_complex,rbfe_OADMET-0006349_OADMET-0006310,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3178,NVIDIA L40S,8.9,45468,amuraligpu4000.chtc.wisc.edu,backfill1_5@amuraligpu4000.chtc.wisc.edu,12,1,0.8827777777777778
436,rbfe_OADMET-0006349_complex_OADMET-0006558_complex,rbfe_OADMET-0006349_OADMET-0006558,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,2894,NVIDIA L40S,8.9,45460,gpu4006.chtc.wisc.edu,slot2_2@gpu4006.chtc.wisc.edu,11,1,0.8038888888888889
436,rbfe_OADMET-0006349_complex_OCNT-2312865_complex,rbfe_OADMET-0006349_OCNT-2312865,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1477,NVIDIA RTX A5000,8.6,24361,glidein_2245716_114722816@gpu05,slot1_3@glidein_2245716_114722816@gpu05,11,1,0.4102777777777778
436,rbfe_OADMET-0006349_solvent_OADMET-0006171_solvent,rbfe_OADMET-0006349_OADMET-0006171,solvent,FAILED,IndexError,list index out of range,,,,12,NVIDIA GeForce RTX 2080 Ti,7.5,11004,vetsigian0001.chtc.wisc.edu,slot2_3@vetsigian0001.chtc.wisc.edu,11,1,0.0033333333333333335
436,rbfe_OADMET-0006349_solvent_OADMET-0006310_solvent,rbfe_OADMET-0006349_OADMET-0006310,solvent,COMPLETED,,,49.93210503323826,0.0,inner,3294,NVIDIA GeForce RTX 2080 Ti,7.5,11004,ahlquist0000.chtc.wisc.edu,backfill1_7@ahlquist0000.chtc.wisc.edu,1,0,0.915
436,rbfe_OADMET-0006349_solvent_OADMET-0006558_solvent,rbfe_OADMET-0006349_OADMET-0006558,solvent,COMPLETED,,,11.9523308752404,0.0,inner,2962,NVIDIA A40,8.6,45739,glidein_3062367_187566720@gpu03,slot1_1@glidein_3062367_187566720@gpu03,1,0,0.8227777777777778
436,rbfe_OADMET-0006349_solvent_OCNT-2312865_solvent,rbfe_OADMET-0006349_OCNT-2312865,solvent,COMPLETED,,,-39.077304246227705,0.0,inner,3682,NVIDIA GeForce RTX 2080 Ti,7.5,10823,glidein_42042_400663250@gpulab2003.chtc.wisc.edu,slot1_1@glidein_42042_400663250@gpulab2003.chtc.wisc.edu,1,0,1.0227777777777778
436,rbfe_OADMET-0006562_complex_OADMET-0006166_complex,rbfe_OADMET-0006562_OADMET-0006166,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1947,NVIDIA L40,8.9,45468,dsigpu4002.chtc.wisc.edu,slot2_9@dsigpu4002.chtc.wisc.edu,12,1,0.5408333333333334
436,rbfe_OADMET-0006562_solvent_OADMET-0006166_solvent,rbfe_OADMET-0006562_OADMET-0006166,solvent,COMPLETED,,,-17.0549394425041,0.0,inner,3198,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2003.chtc.wisc.edu,slot2_5@gpulab2003.chtc.wisc.edu,1,0,0.8883333333333333
437,rbfe_OCNT-2317538_complex_OADMET-0006165_complex,rbfe_OCNT-2317538_OADMET-0006165,complex,COMPLETED,,,12.931669159992646,0.0,inner,9127,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_2@blengerichgpu4000.chtc.wisc.edu,1,0,2.535277777777778
437,rbfe_OCNT-2317538_solvent_OADMET-0006165_solvent,rbfe_OCNT-2317538_OADMET-0006165,solvent,COMPLETED,,,7.994355746564758,0.0,inner,2314,NVIDIA L40,8.9,45468,xhuanggpu4001.chtc.wisc.edu,backfill1_7@xhuanggpu4001.chtc.wisc.edu,1,0,0.6427777777777778
439,rbfe_OADMET-0006187_complex_OADMET-0006163_complex,rbfe_OADMET-0006187_OADMET-0006163,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA L40S,8.9,45468,jcaicedogpu0003.chtc.wisc.edu,backfill1_1@jcaicedogpu0003.chtc.wisc.edu,11,2,0.0008333333333333334
439,rbfe_OADMET-0006187_complex_OADMET-0006169_complex,rbfe_OADMET-0006187_OADMET-0006169,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA GeForce RTX 2080 Ti,7.5,11004,vetsigian0001.chtc.wisc.edu,slot2_6@vetsigian0001.chtc.wisc.edu,11,2,0.0008333333333333334
439,rbfe_OADMET-0006187_solvent_OADMET-0006163_solvent,rbfe_OADMET-0006187_OADMET-0006163,solvent,COMPLETED,,,103.98892262594102,0.0,inner,3465,Quadro RTX 6000,7.5,22684,glidein_3071058_93813880@qa-rtx6k-035.crc.nd.edu,slot1_1@glidein_3071058_93813880@qa-rtx6k-035.crc.nd.edu,1,0,0.9625
439,rbfe_OADMET-0006187_solvent_OADMET-0006169_solvent,rbfe_OADMET-0006187_OADMET-0006169,solvent,COMPLETED,,,130.54055068736724,0.0,inner,2643,NVIDIA H100 80GB HBM3,9.0,81110,Colgate-CCARE-EP.3dd51df4d4e0,slot1_3@Colgate-CCARE-EP.3dd51df4d4e0,1,0,0.7341666666666666
439,rbfe_OADMET-0006229_complex_OADMET-0006187_complex,rbfe_OADMET-0006229_OADMET-0006187,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1358,NVIDIA L40S,8.9,45468,mkhodakgpu4000.chtc.wisc.edu,backfill1_3@mkhodakgpu4000.chtc.wisc.edu,12,1,0.37722222222222224
439,rbfe_OADMET-0006229_solvent_OADMET-0006187_solvent,rbfe_OADMET-0006229_OADMET-0006187,solvent,COMPLETED,,,-213.42903023566168,0.0,top,2956,NVIDIA RTX A5000,8.6,24361,glidein_1094730_137412094@gpu07,slot1_4@glidein_1094730_137412094@gpu07,1,0,0.8211111111111111
439,rbfe_OADMET-0006248_complex_OADMET-0006197_complex,rbfe_OADMET-0006248_OADMET-0006197,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1906,NVIDIA L40S,8.9,45468,jcaicedogpu0002.chtc.wisc.edu,backfill1_7@jcaicedogpu0002.chtc.wisc.edu,12,1,0.5294444444444445
439,rbfe_OADMET-0006248_solvent_OADMET-0006197_solvent,rbfe_OADMET-0006248_OADMET-0006197,solvent,COMPLETED,,,-26.459389779650525,0.0,inner,2368,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_3@zliu-chtcgpu5000.chtc.wisc.edu,1,0,0.6577777777777778
439,rbfe_OADMET-0006278_complex_OADMET-0006187_complex,rbfe_OADMET-0006278_OADMET-0006187,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,NVIDIA H200,9.0,143166,mrudolphgpu4000.chtc.wisc.edu,backfill1_1@mrudolphgpu4000.chtc.wisc.edu,11,2,0.0011111111111111111
439,rbfe_OADMET-0006278_solvent_OADMET-0006187_solvent,rbfe_OADMET-0006278_OADMET-0006187,solvent,COMPLETED,,,-35.34753850446512,0.0,inner,2225,NVIDIA L40S,8.9,45468,jcaicedogpu0003.chtc.wisc.edu,backfill1_7@jcaicedogpu0003.chtc.wisc.edu,1,0,0.6180555555555556
439,rbfe_OADMET-0006312_complex_OADMET-0006248_complex,rbfe_OADMET-0006312_OADMET-0006248,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA A100-SXM4-40GB,8.0,40442,coba2000.chtc.wisc.edu,backfill1_3@coba2000.chtc.wisc.edu,11,2,0.0008333333333333334
439,rbfe_OADMET-0006312_solvent_OADMET-0006248_solvent,rbfe_OADMET-0006312_OADMET-0006248,solvent,COMPLETED,,,97.34903748766591,0.0,inner,2372,NVIDIA H200,9.0,143158,dbrundage-chtcgpu5000.chtc.wisc.edu,backfill1_1@dbrundage-chtcgpu5000.chtc.wisc.edu,1,0,0.6588888888888889
439,rbfe_OADMET-0006551_complex_OADMET-0006187_complex,rbfe_OADMET-0006551_OADMET-0006187,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,NVIDIA L40,8.9,45468,dsigpu4001.chtc.wisc.edu,slot2_6@dsigpu4001.chtc.wisc.edu,11,2,0.0011111111111111111
439,rbfe_OADMET-0006551_solvent_OADMET-0006187_solvent,rbfe_OADMET-0006551_OADMET-0006187,solvent,COMPLETED,,,-90.66279934222801,0.0,inner,3302,NVIDIA L40,8.9,45468,dsigpu4000.chtc.wisc.edu,slot2_6@dsigpu4000.chtc.wisc.edu,1,0,0.9172222222222223
439,rbfe_OADMET-0006577_complex_OADMET-0006169_complex,rbfe_OADMET-0006577_OADMET-0006169,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,5,NVIDIA L40,8.9,45468,dsigpu4000.chtc.wisc.edu,slot2_10@dsigpu4000.chtc.wisc.edu,11,2,0.001388888888888889
