cluster_id,ligand_name,best_pdb_id,best_pose_rank,best_CNNscore,best_CNNaffinity,best_minimizedAffinity,mean_CNNscore_across_receptors,std_CNNscore_across_receptors,top3_receptors,top3_CNNscores,n_receptors_success,n_receptors_total
T233,OADMET-0006373,6tfi,1,0.9477368,7.34006548,-10.0926199,0.6105198530483872,0.1575067856122709,"6tfi,6bns,8svt","0.948,0.897,0.888",62,62
T234,OADMET-0006372,8cf9,1,0.795614481,6.01190329,-8.89055824,0.6182407391451614,0.13162777221911753,"8cf9,8svp,8r81","0.796,0.796,0.786",62,62
T235,OADMET-0006371,8r81,1,0.971855164,6.74422693,-10.1383076,0.8209492622580645,0.08578557311995519,"8r81,4xhd,4ny9","0.972,0.952,0.949",62,62
T236,OADMET-0006370,6dup,1,0.842396021,6.90919638,-7.62482119,0.599827602016129,0.12721084065371427,"6dup,2qnv,5x0r","0.842,0.842,0.838",62,62
T237,OADMET-0006369,7axa,1,0.893641293,5.96668863,-8.81815147,0.6883299038225805,0.11796027729336271,"7axa,3r8d,7axf","0.894,0.872,0.866",62,62
T238,OADMET-0006368,7axd,1,0.950433314,6.64994669,-8.5250597,0.7568727904516127,0.14511247842868105,"7axd,7ax9,6hj2","0.950,0.920,0.900",62,62
T239,OADMET-0006367,4x1f,1,0.837082684,6.37803507,4.46267223,0.619874623532258,0.12290062628233128,"4x1f,5a86,6bns","0.837,0.825,0.823",62,62
T240,OADMET-0006366,1skx,1,0.949026704,6.96609306,-9.27854538,0.6895247879999999,0.13406430582029288,"1skx,9fzi,8eqz","0.949,0.882,0.851",62,62
T241,OADMET-0006365,8e3n,1,0.928135514,7.65187216,-7.42376328,0.6185783981290321,0.16451588172001075,"8e3n,4x1f,7ax9","0.928,0.915,0.895",62,62
T242,OADMET-0006364,7axc,1,0.954295039,7.08168268,-7.89161921,0.7264859955483872,0.16048135127806828,"7axc,4x1g,4x1f","0.954,0.940,0.916",62,62
T243,OADMET-0006363,6tfi,1,0.93413192,4.80298281,-8.30614281,0.7623787839193548,0.07780632145811302,"6tfi,6nx1,7axh","0.934,0.916,0.864",62,62
T244,OADMET-0006362,6tfi,1,0.942979395,6.99257851,-10.0780191,0.6184088881129031,0.16957351834784723,"6tfi,7axa,6bns","0.943,0.908,0.904",62,62
T245,OADMET-0006361,7axc,1,0.92042917,7.41598654,-7.04308701,0.7111770914193548,0.13716349696070557,"7axc,7axf,7axh","0.920,0.900,0.891",62,62
T246,OADMET-0006360,8svp,1,0.952862322,7.53577948,-10.3623409,0.6766299898548388,0.1353970685121885,"8svp,4ny9,8svt","0.953,0.884,0.870",62,62
T247,OADMET-0006359,2qnv,1,0.908460379,6.21175814,-8.17320347,0.7404616282580644,0.14002081396914787,"2qnv,8ch8,4x1f","0.908,0.900,0.898",62,62
T248,OADMET-0006358,8svq,1,0.975179076,6.75603056,-8.94514561,0.8230420649838708,0.11400698734525126,"8svq,8svo,8svx","0.975,0.961,0.955",62,62
T249,OADMET-0006357,5a86,1,0.943934143,7.21338415,-10.6601219,0.7762669421129033,0.09816305713245736,"5a86,7n2a,6xp9","0.944,0.921,0.912",62,62
T250,OADMET-0006356,8cct,1,0.927037954,6.7627387,-7.79385424,0.6846485258064517,0.10484182463138875,"8cct,1skx,4xhd","0.927,0.887,0.880",62,62
T251,OADMET-0006355,8r81,1,0.93347007,7.64154959,-10.7304678,0.6738331649354838,0.142191102322707,"8r81,7axa,8r82","0.933,0.901,0.892",62,62
T252,OADMET-0006354,8svp,1,0.956102014,6.37348318,-8.04195786,0.7836550387741935,0.12159761759903387,"8svp,4xhd,4s0t","0.956,0.948,0.947",62,62
T253,OADMET-0006353,4x1g,1,0.947609723,6.27015829,-8.67540359,0.7302345495000001,0.12441513008206238,"4x1g,7riv,4x1f","0.948,0.937,0.924",62,62
T254,OADMET-0006352,1skx,1,0.969825685,7.35088587,-8.10434246,0.7771253893870967,0.1356656020624612,"1skx,8r82,6bns","0.970,0.935,0.931",62,62
T255,OADMET-0006351,7axd,1,0.960996449,6.35462236,-8.53465271,0.7131626005483871,0.12014542734724425,"7axd,6hj2,8e3n","0.961,0.910,0.891",62,62
T256,OADMET-0006350,8r82,1,0.931911588,6.46005106,-9.48482132,0.7178912696935484,0.10897462709200961,"8r82,7axa,5a86","0.932,0.910,0.885",62,62
T257,OADMET-0006349,8svs,1,0.899495721,6.65076208,-7.74115038,0.7228432153387098,0.11649233706169318,"8svs,4xhd,6p2b","0.899,0.887,0.878",62,62
T258,OADMET-0006348,8svo,1,0.90290755,6.80190039,-9.0423584,0.6972368095161291,0.12522152309996415,"8svo,8svp,8svx","0.903,0.887,0.852",62,62
T259,OADMET-0006347,8r81,1,0.914463997,6.87935448,-9.38697624,0.7342710456290322,0.10637957462972317,"8r81,7axf,8eqz","0.914,0.892,0.881",62,62
T260,OADMET-0006346,5x0r,1,0.944716811,6.54178095,-9.45078564,0.782554612580645,0.13091534927597462,"5x0r,4ny9,7axe","0.945,0.944,0.932",62,62
T261,OADMET-0006345,6dup,1,0.933887243,5.38204432,-8.23834896,0.754723184564516,0.1194594533710084,"6dup,7ax9,4x1f","0.934,0.928,0.917",62,62
T262,OADMET-0006344,8eqz,1,0.921757638,5.59116411,0.0683354661,0.749058110532258,0.09558349189473772,"8eqz,5a86,4xhd","0.922,0.884,0.873",62,62
T263,OADMET-0006343,2qnv,1,0.852192163,6.48016167,-7.68418074,0.6753935362096775,0.1088736246267857,"2qnv,4xhd,5x0r","0.852,0.852,0.850",62,62
T264,OADMET-0006342,7axe,1,0.956924796,6.6496892,-8.0038166,0.8068285007903226,0.09967913016405006,"7axe,7rio,7axf","0.957,0.956,0.945",62,62
T265,OADMET-0006341,8r82,1,0.867158592,6.00531006,-7.94105434,0.6309121698548389,0.14625379891584944,"8r82,7axa,8svr","0.867,0.843,0.816",62,62
T266,OADMET-0006340,2qnv,1,0.887690723,6.43227196,-8.25720501,0.6966100776935483,0.10213563090583497,"2qnv,7axf,5a86","0.888,0.883,0.864",62,62
T267,OADMET-0006339,8r81,1,0.966676831,7.02050781,-8.97235107,0.8156058960967741,0.12742638471766268,"8r81,8eqz,6bns","0.967,0.955,0.946",62,62
T268,OADMET-0006338,7axf,1,0.873952031,6.32904863,-7.16891766,0.6477115481774194,0.09896806574029743,"7axf,6xp9,6bns","0.874,0.842,0.836",62,62
T269,OADMET-0006337,4ny9,1,0.957958758,6.62742376,-8.87444305,0.8225438076129034,0.10662767347594944,"4ny9,1skx,7rio","0.958,0.949,0.938",62,62
T270,OADMET-0006336,4s0t,1,0.893511593,6.53991842,-9.20980835,0.6291030876774194,0.14273373606835263,"4s0t,5a86,7axc","0.894,0.834,0.824",62,62
T271,OADMET-0006335,7axa,1,0.89459461,5.54347849,-7.92350483,0.6882747700645162,0.11330262262412931,"7axa,4ny9,4xhd","0.895,0.889,0.871",62,62
T272,OADMET-0006334,8r81,1,0.93704927,7.41129637,-9.06281567,0.7492065203709679,0.129217408618213,"8r81,7rio,8eqz","0.937,0.937,0.932",62,62
T273,OADMET-0006333,6nx1,1,0.779881477,8.1444664,-7.89975262,0.576265263451613,0.1155554762793611,"6nx1,8eqz,7axc","0.780,0.777,0.768",62,62
T274,OADMET-0006332,9beq,1,0.85911566,7.50357437,-8.42001915,0.6986639970322581,0.09462187031103442,"9beq,8fpe,8e3n","0.859,0.850,0.840",62,62
T275,OADMET-0006331,5x0r,1,0.958617508,7.21917725,-7.32042122,0.7749820005806451,0.11960045433766361,"5x0r,9fzi,6dup","0.959,0.949,0.944",62,62
T276,OADMET-0006330,7axe,1,0.945225775,6.8501277,-9.31031418,0.6640038879193547,0.14186140317519233,"7axe,6bns,1skx","0.945,0.922,0.907",62,62
T277,OADMET-0006329,8r81,1,0.933617055,6.92568159,-9.94369221,0.7189495573225806,0.12580593815345087,"8r81,7riv,8eqz","0.934,0.914,0.894",62,62
T278,OADMET-0006328,7axc,1,0.916727185,6.37142897,-9.04719257,0.7367073283548387,0.13001510930048626,"7axc,8svp,6p2b","0.917,0.912,0.909",62,62
T279,OADMET-0006327,8svt,1,0.956344306,7.07044935,-9.81542969,0.7445595937258065,0.11968873920209318,"8svt,6xp9,8r81","0.956,0.931,0.926",62,62
T280,OADMET-0006326,6bns,1,0.904463172,6.86507463,-8.04733181,0.6629423821612903,0.1280206193048619,"6bns,8svx,6dup","0.904,0.885,0.859",62,62
T281,OADMET-0006325,8svx,1,0.943291306,6.67522573,-7.83590698,0.8008920411774193,0.11279051156882666,"8svx,8r81,8r82","0.943,0.943,0.941",62,62
T282,OADMET-0006324,4xhd,1,0.936125398,6.76270294,-7.48521757,0.7414971787258067,0.12043343652738125,"4xhd,1skx,2qnv","0.936,0.915,0.910",62,62
T283,OADMET-0006323,7axa,1,0.955309808,6.08174515,-9.67213058,0.6831214010161291,0.1403583469049464,"7axa,5x0r,4x1g","0.955,0.928,0.914",62,62
T284,OADMET-0006322,8r82,1,0.884586573,6.25519037,-8.96658802,0.7433570026935485,0.10569342375757684,"8r82,7axe,6bns","0.885,0.883,0.882",62,62
T285,OADMET-0006321,8svt,1,0.942154765,7.04855776,-7.92497206,0.797301411580645,0.08973423930437134,"8svt,8r82,7axh","0.942,0.939,0.937",62,62
T286,OADMET-0006320,8svs,1,0.947885752,7.34485388,-7.98717499,0.8160393083870967,0.09735075420016942,"8svs,6p2b,5x0r","0.948,0.934,0.932",62,62
T287,OADMET-0006319,7axa,1,0.90158385,6.6850872,-9.70407486,0.6814552358225806,0.1307185135410984,"7axa,7riv,4x1g","0.902,0.880,0.844",62,62
T288,OADMET-0006318,8r81,1,0.915854514,6.97730875,-9.43866348,0.7327263129677419,0.11945704081283352,"8r81,8svp,8eqz","0.916,0.904,0.888",62,62
T289,OADMET-0006317,8svx,1,0.904505134,7.45158911,-9.00767994,0.7158415611129034,0.12918665784013725,"8svx,8r81,4xhd","0.905,0.878,0.877",62,62
T290,OADMET-0006316,7axa,1,0.908008814,6.66687536,-7.13805962,0.7180587337419354,0.11478801363296867,"7axa,7axf,7axc","0.908,0.905,0.903",62,62
T291,OADMET-0006315,5a86,1,0.876768529,6.13319778,-6.91664934,0.6086904469032258,0.12238895382076892,"5a86,1skx,8cf9","0.877,0.817,0.804",62,62
T292,OADMET-0006314,5x0r,1,0.917810023,6.74715662,-9.47140217,0.7154331908709677,0.1244231726864602,"5x0r,8svo,8svp","0.918,0.911,0.899",62,62
T293,OADMET-0006313,4ny9,1,0.959233522,5.9246521,-8.7169857,0.7257678825967742,0.13675476534525197,"4ny9,4xhd,7axf","0.959,0.936,0.930",62,62
T294,OADMET-0006312,8cf9,1,0.946571648,6.84400129,-9.77795792,0.7232934544677421,0.14728067385202798,"8cf9,8r82,5a86","0.947,0.933,0.908",62,62
T295,OADMET-0006311,8svq,1,0.944862127,6.50277138,-7.78339052,0.797830834548387,0.09570305653511946,"8svq,4ny9,9fzj","0.945,0.928,0.923",62,62
T296,OADMET-0006310,6xp9,1,0.919664085,7.13451624,-8.60456371,0.7178766574032257,0.11958118212758981,"6xp9,7axd,8svr","0.920,0.898,0.886",62,62
T297,OADMET-0006309,6hj2,1,0.923401415,6.42057657,-7.65791798,0.7475175001935483,0.10942017443933212,"6hj2,1skx,8e3n","0.923,0.891,0.888",62,62
T298,OADMET-0006308,8svp,1,0.913046241,6.92311859,-8.68605423,0.7336910607096773,0.15520425086819692,"8svp,7axd,6hj2","0.913,0.908,0.903",62,62
T299,OADMET-0006307,8svr,1,0.894410431,5.85383463,-8.34240818,0.6724127271612902,0.10951070577872167,"8svr,8eqz,8svt","0.894,0.863,0.863",62,62
T300,OADMET-0006306,8svs,1,0.917588174,6.57888031,-8.39013767,0.7229712297741938,0.10503529197027087,"8svs,6xp9,8svp","0.918,0.911,0.901",62,62
T301,OADMET-0006305,7axf,1,0.933801353,6.98576927,-8.60340977,0.7107249925967744,0.13500147743423255,"7axf,8svx,6xp9","0.934,0.913,0.903",62,62
T302,OADMET-0006304,8eqz,1,0.888681591,7.05077171,-8.48528576,0.7046731600000001,0.13064335646793107,"8eqz,8r82,6bns","0.889,0.885,0.883",62,62
T303,OADMET-0006303,8svp,1,0.923627853,7.25156641,-10.2464972,0.6535274098548387,0.13784988529896097,"8svp,1skx,7axh","0.924,0.920,0.898",62,62
T304,OADMET-0006302,7rio,1,0.959617794,7.26251745,-9.78080463,0.758981236483871,0.11079256049783585,"7rio,6hj2,1skx","0.960,0.951,0.947",62,62
T305,OADMET-0006301,6hj2,1,0.954934478,6.80598068,-7.58625889,0.7765591980806449,0.10173040040220972,"6hj2,8cct,7axd","0.955,0.936,0.933",62,62
T306,OADMET-0006300,9fzi,1,0.917708993,6.82941103,-9.25577545,0.6974793191451613,0.1282770191516807,"9fzi,7axc,9fzj","0.918,0.869,0.867",62,62
T307,OADMET-0006299,4xhd,1,0.949176073,6.63264656,-7.74982595,0.7567491137096775,0.1256862970651375,"4xhd,8svs,1skx","0.949,0.932,0.918",62,62
T308,OADMET-0006298,1skx,1,0.928164244,6.24202776,-9.34285545,0.6988911421451611,0.13998866011050576,"1skx,7axc,5a86","0.928,0.925,0.922",62,62
T309,OADMET-0006297,8r82,1,0.952792168,6.23800325,-7.37029314,0.7828054630483872,0.10725726722735192,"8r82,3hvl,1nrl","0.953,0.940,0.927",62,62
T310,OADMET-0006296,8svo,1,0.933324337,7.429039,-10.3488178,0.6488788056290322,0.12667783150916195,"8svo,4ny9,4xhd","0.933,0.885,0.872",62,62
T311,OADMET-0006295,8svp,1,0.963150561,6.58305025,-7.57344294,0.7858623631935483,0.11016413144242893,"8svp,8svx,4ny9","0.963,0.943,0.929",62,62
T312,OADMET-0006294,6xp9,1,0.864261389,7.15172815,-7.74069452,0.6462776459193549,0.14323648281993126,"6xp9,6p2b,1nrl","0.864,0.857,0.844",62,62
T313,OADMET-0006293,8svo,1,0.914557993,7.0075531,-8.34800434,0.6943682225,0.14995440251123915,"8svo,6hj2,5a86","0.915,0.888,0.884",62,62
T314,OADMET-0006292,8svo,1,0.878939033,6.55431557,-8.57315922,0.6725060853225806,0.1358798491604836,"8svo,8r82,7axe","0.879,0.875,0.865",62,62
T315,OADMET-0006291,6tfi,1,0.882839382,5.77152205,-9.38914013,0.613239519032258,0.1528949162013878,"6tfi,8svx,6xp9","0.883,0.865,0.830",62,62
T316,OADMET-0006290,8r82,1,0.933433771,6.41896868,-8.69287777,0.6925427158387096,0.13947399693356255,"8r82,7n2a,7axc","0.933,0.902,0.895",62,62
T317,OADMET-0006289,7axc,1,0.909953892,6.82240248,-9.37326527,0.6501555368548387,0.15202806131068727,"7axc,8svo,1skx","0.910,0.895,0.886",62,62
T318,OADMET-0006288,8r81,1,0.970570743,7.24864435,-8.82433414,0.7389077596290324,0.11128577789877085,"8r81,8svx,6tfi","0.971,0.924,0.923",62,62
T319,OADMET-0006287,8svs,1,0.952071011,6.79204559,-8.7426424,0.6788420479677418,0.13743027290818247,"8svs,8r81,1skx","0.952,0.905,0.892",62,62
T320,OADMET-0006286,8r81,1,0.940129697,7.08908701,-9.71715736,0.8160287281290322,0.09398334083263718,"8r81,2qnv,5a86","0.940,0.928,0.928",62,62
T321,OADMET-0006285,5x0r,1,0.886694908,6.00720072,-8.26345634,0.5494297935322582,0.15088859002625138,"5x0r,2qnv,5a86","0.887,0.872,0.777",62,62
T322,OADMET-0006284,3r8d,1,0.951342702,7.13484526,-9.42180538,0.7340510823870968,0.1535792488006132,"3r8d,8r81,8eqz","0.951,0.937,0.932",62,62
T323,OADMET-0006283,6bns,1,0.848397553,6.76645327,-7.40672874,0.6462154273225805,0.1079716777927027,"6bns,8szv,4ny9","0.848,0.845,0.835",62,62
T324,OADMET-0006282,7axe,1,0.872352242,7.57237816,-6.74737072,0.6788789779032257,0.12039822655695517,"7axe,3r8d,7ax9","0.872,0.854,0.840",62,62
T325,OADMET-0006281,8r81,1,0.944199264,6.89746857,-9.23704529,0.7864773994516129,0.1005260135630683,"8r81,8svt,7axa","0.944,0.932,0.925",62,62
T326,OADMET-0006280,8svs,1,0.918984234,6.47380066,-7.83241129,0.6779430869193549,0.13951947906760032,"8svs,7axa,5x0r","0.919,0.912,0.907",62,62
T327,OADMET-0006279,8r82,1,0.793726385,6.88440847,-7.75923824,0.43395396153225824,0.1411802886277564,"8r82,6xp9,8fpe","0.794,0.739,0.703",62,62
T328,OADMET-0006278,3r8d,1,0.956034541,6.69711161,-10.2718019,0.7767248254838709,0.15535942671958725,"3r8d,8eqz,4ny9","0.956,0.955,0.943",62,62
T329,OADMET-0006277,1nrl,1,0.922093034,6.49292183,-8.64882755,0.6585803656612904,0.13984676663016601,"1nrl,8r81,9fzi","0.922,0.907,0.873",62,62
T330,OADMET-0006276,5x0r,1,0.928937376,5.56058264,-6.82829285,0.7453556224516128,0.10618749052220626,"5x0r,7axf,7axa","0.929,0.915,0.901",62,62
T331,OADMET-0006275,1skx,1,0.931077957,6.829,-5.92981291,0.7163220293225806,0.1273865519941125,"1skx,6xp9,6dup","0.931,0.917,0.912",62,62
T332,OADMET-0006274,7axd,1,0.943620265,6.41625071,-7.34518814,0.799581519064516,0.0955213323322963,"7axd,1m13,4s0t","0.944,0.942,0.926",62,62
T333,OADMET-0006273,7rio,1,0.916423798,6.73015451,-7.88937521,0.7492613725645162,0.1323494347366381,"7rio,8svo,6hj2","0.916,0.898,0.895",62,62
T334,OADMET-0006272,4xhd,1,0.95135355,7.12281942,-7.80455923,0.782683332580645,0.12947765042120235,"4xhd,4ny9,7axc","0.951,0.948,0.931",62,62
T335,OADMET-0006271,2qnv,1,0.955194354,6.40152597,-7.99178696,0.7513137195967741,0.14055614328182217,"2qnv,7axa,7n2a","0.955,0.954,0.937",62,62
T336,OADMET-0006270,4xhd,1,0.970056117,7.02806807,-9.32676888,0.8188227896129034,0.1163745032561072,"4xhd,7axd,4ny9","0.970,0.952,0.952",62,62
T337,OADMET-0006269,6xp9,1,0.944203258,6.66167974,-7.12611294,0.8188168435806451,0.08751865591675821,"6xp9,1m13,4x1f","0.944,0.934,0.930",62,62
T338,OADMET-0006268,8r81,1,0.87144959,6.86614466,-9.68193245,0.6900533427580645,0.11289728554211145,"8r81,9fzi,8svp","0.871,0.864,0.823",62,62
T339,OADMET-0006267,8svo,1,0.949540257,7.96197271,-9.52143669,0.7024151144354839,0.14981135500427525,"8svo,4x1f,4x1g","0.950,0.903,0.899",62,62
T340,OADMET-0006266,7axe,1,0.972082257,6.91217422,-8.97050381,0.8133314074032258,0.13644809508509886,"7axe,5x0r,7axf","0.972,0.962,0.960",62,62
T341,OADMET-0006265,4ny9,1,0.955887735,6.94037199,-8.82711029,0.8125704258064518,0.1084755049011094,"4ny9,1skx,4xhd","0.956,0.933,0.932",62,62
T342,OADMET-0006264,4x1g,1,0.912807167,6.60925674,-7.7412653,0.7087728861935483,0.12090331102594874,"4x1g,6tfi,8svq","0.913,0.886,0.867",62,62
T343,OADMET-0006263,9fzi,1,0.970823228,6.88871908,-7.67178249,0.855537353032258,0.0947257553676623,"9fzi,5x0r,4s0t","0.971,0.969,0.953",62,62
T344,OADMET-0006262,1nrl,1,0.908633292,6.85607767,-9.03484821,0.6772254297258063,0.11526065353266726,"1nrl,8svq,4xhd","0.909,0.886,0.857",62,62
T345,OADMET-0006260,5a86,1,0.898844481,6.39068556,-7.55916214,0.627402707451613,0.15455205845460684,"5a86,9fzi,8svo","0.899,0.896,0.871",62,62
T346,OADMET-0006259,8svp,1,0.971521139,7.72550344,-8.55908489,0.8343188166451614,0.1066807191141701,"8svp,7axf,6p2b","0.972,0.969,0.963",62,62
T347,OADMET-0006258,6bns,1,0.890144408,6.62949753,-7.36730576,0.7282604685967741,0.13031055323695384,"6bns,9fzj,4ny9","0.890,0.887,0.887",62,62
T348,OADMET-0006257,5x0r,1,0.835962474,5.48269892,-6.38251019,0.5883015023709677,0.12810594462752456,"5x0r,8svs,1skx","0.836,0.809,0.803",62,62
T349,OADMET-0006256,9fzj,1,0.920547664,6.03812218,-8.34132671,0.719275652435484,0.1172172929244992,"9fzj,6hj2,9fzi","0.921,0.909,0.903",62,62
T350,OADMET-0006255,7axa,1,0.947783232,7.21478081,-7.87415838,0.7223002884677421,0.21259290312029558,"7axa,5x0r,4xhd","0.948,0.943,0.943",62,62
T351,OADMET-0006254,5x0r,1,0.937578082,7.79503393,-7.1146965,0.7229370065806451,0.11244556153640561,"5x0r,3r8d,4s0t","0.938,0.910,0.890",62,62
T352,OADMET-0006252,5x0r,1,0.920783103,7.33240461,-9.28060818,0.6984237196935483,0.12361058436276272,"5x0r,7rio,8fpe","0.921,0.895,0.892",62,62
T353,OADMET-0006251,8svt,1,0.863300323,6.59820557,-9.6862154,0.6876392234677419,0.11424742789300187,"8svt,8svp,8szv","0.863,0.859,0.846",62,62
T354,OADMET-0006250,7axc,1,0.913890302,6.96900797,-6.72051525,0.6139487039838708,0.17631482643467503,"7axc,5a86,2qnv","0.914,0.908,0.901",62,62
T355,OADMET-0006249,1skx,1,0.947772264,6.80911016,-8.79393101,0.7460787113548387,0.10875723118580156,"1skx,6tfi,5a86","0.948,0.922,0.897",62,62
T356,OADMET-0006248,8svr,1,0.942953467,6.16415262,-9.07870102,0.7147749781774195,0.1519207757807434,"8svr,6hj2,5a86","0.943,0.940,0.936",62,62
T357,OADMET-0006247,5x0r,1,0.945017874,7.64298248,-10.1031199,0.6627365211129032,0.19827426355714003,"5x0r,4x1g,7axc","0.945,0.905,0.879",62,62
T358,OADMET-0006246,8svt,1,0.921950042,6.67811918,-8.73182869,0.7240402559354839,0.12492090914255238,"8svt,8svo,8r81","0.922,0.921,0.910",62,62
T359,OADMET-0006245,8svs,1,0.869960546,7.15895462,-10.0440226,0.6522612927258065,0.1423494930107989,"8svs,4ny9,9fzi","0.870,0.857,0.844",62,62
T360,OADMET-0006244,8svt,1,0.950761318,6.79738474,-8.84348965,0.7700853304032258,0.13190695472297906,"8svt,8r81,7ax9","0.951,0.950,0.935",62,62
T361,OADMET-0006243,7rio,1,0.943064213,7.34865236,-8.09896278,0.6959123524838707,0.13953555892133862,"7rio,7axf,6bns","0.943,0.910,0.902",62,62
T362,OADMET-0006242,6dup,1,0.953641236,7.03842211,-8.86580944,0.8177985442741935,0.08811699323654382,"6dup,5a86,4x1f","0.954,0.933,0.931",62,62
T363,OADMET-0006241,8svt,1,0.893055141,7.06724167,-9.52212906,0.6812789329838709,0.14259217904325894,"8svt,8svp,7rio","0.893,0.891,0.883",62,62
T364,OADMET-0006240,7axe,1,0.912948906,7.10651779,-9.35997868,0.630911233983871,0.1671345892685635,"7axe,6bns,8eqz","0.913,0.873,0.865",62,62
T365,OADMET-0006239,8svp,1,0.96564436,7.59259176,-11.1538935,0.7215974086129032,0.1575519138781354,"8svp,9fzj,8r81","0.966,0.963,0.959",62,62
T366,OADMET-0006238,8r82,1,0.909714997,5.96801615,-7.78420353,0.6653355888709677,0.1296394076045584,"8r82,7riv,6xp9","0.910,0.891,0.890",62,62
T367,OADMET-0006237,8e3n,1,0.89816153,6.42971039,-6.53264093,0.6858604977741936,0.10169781186827838,"8e3n,4xhd,7axa","0.898,0.865,0.862",62,62
T368,OADMET-0006236,9fzj,1,0.925235748,6.81605768,-10.9965,0.7669599757580644,0.10102199028143827,"9fzj,7ax9,4s0t","0.925,0.917,0.908",62,62
T369,OADMET-0006235,7ax9,1,0.869013846,6.3514924,-7.61609173,0.7348645055161291,0.09252926575719835,"7ax9,8svt,7axb","0.869,0.867,0.858",62,62
T370,OADMET-0006234,6tfi,1,0.930814385,6.6708045,16.604023,0.6275507192419355,0.12840987580241425,"6tfi,8fpe,8svo","0.931,0.888,0.844",62,62
T371,OADMET-0006233,7riv,1,0.962032914,6.27887917,-7.31962633,0.7724811751935484,0.08709076926751769,"7riv,5a86,1skx","0.962,0.910,0.892",62,62
T372,OADMET-0006232,8cct,1,0.929829895,6.64613867,-9.19809914,0.7584595608387096,0.12515028201579828,"8cct,9fzi,6bns","0.930,0.927,0.918",62,62
T373,OADMET-0006231,6hj2,1,0.884142756,6.18992996,-6.80843401,0.7441860951612902,0.09734739831517372,"6hj2,7axf,7axe","0.884,0.878,0.868",62,62
T374,OADMET-0006230,8r82,1,0.903757393,5.8397541,-8.59188843,0.6441431054354838,0.11491541882497548,"8r82,6xp9,7ax9","0.904,0.859,0.824",62,62
T375,OADMET-0006229,4xhd,1,0.965037405,6.4388504,-8.27639198,0.8397209418387098,0.1000188298320586,"4xhd,7ax9,4x1f","0.965,0.958,0.951",62,62
T376,OADMET-0006228,1m13,1,0.971761584,6.52843094,-9.02320957,0.8609553276774193,0.10621351945311694,"1m13,4xhd,8svt","0.972,0.968,0.964",62,62
T377,OADMET-0006227,3hvl,1,0.94371444,5.78377008,-7.64949179,0.7295905880806454,0.10792680861278713,"3hvl,9fzi,4s0t","0.944,0.915,0.893",62,62
T378,OADMET-0006226,8svr,1,0.904367447,7.08959055,-8.17765522,0.7061975738225807,0.09652252815558751,"8svr,4ny9,4xhd","0.904,0.894,0.883",62,62
T379,OADMET-0006225,6dup,1,0.884692848,5.84824944,-4.95999622,0.7097458042258065,0.10791494926930463,"6dup,6bns,7axa","0.885,0.874,0.860",62,62
T380,OADMET-0006224,4xhd,1,0.934545457,7.43649817,-8.42282677,0.7678922083225806,0.10397645379402197,"4xhd,4ny9,8svq","0.935,0.930,0.923",62,62
T381,OADMET-0006222,4ny9,1,0.867611051,6.04382181,-7.94684505,0.6085749470161291,0.15501526231100046,"4ny9,8svr,8r82","0.868,0.862,0.840",62,62
T382,OADMET-0006220,7axh,1,0.927545667,6.48511267,-7.87776375,0.7049348969677419,0.13541786202175152,"7axh,7axe,1skx","0.928,0.921,0.883",62,62
T383,OADMET-0006219,1nrl,1,0.962224841,5.90719557,-8.77290058,0.8038794590161291,0.12189268372037752,"1nrl,9fzi,6bns","0.962,0.946,0.944",62,62
T384,OADMET-0006218,7axa,1,0.933594644,7.02514648,-6.73100948,0.735170706612903,0.12361474992145309,"7axa,1skx,9fzj","0.934,0.901,0.900",62,62
T385,OADMET-0006217,6bns,1,0.92688179,6.38630676,-7.67266083,0.679161637516129,0.11964100081215741,"6bns,6dup,8svt","0.927,0.857,0.851",62,62
T386,OADMET-0006216,6hj2,1,0.806054056,6.62829542,-9.39352798,0.6145154838064516,0.10479001378049087,"6hj2,8svq,4x1g","0.806,0.788,0.786",62,62
T387,OADMET-0006215,7axa,1,0.94686991,5.93005371,-8.5613184,0.8041223076129032,0.10222918384710578,"7axa,6bns,4ny9","0.947,0.946,0.938",62,62
T388,OADMET-0006214,9fzj,1,0.917917907,6.2706089,-8.27628422,0.7279643412096775,0.13169854574498813,"9fzj,6bns,8r82","0.918,0.905,0.901",62,62
T389,OADMET-0006213,8cct,1,0.886470556,6.84349442,-9.24378777,0.7043300049516127,0.11634666753415246,"8cct,8eqz,3r8d","0.886,0.865,0.852",62,62
T390,OADMET-0006212,8cf9,1,0.928531885,7.31311417,-9.17850304,0.7073161016129033,0.11271201204406454,"8cf9,8svq,6tfi","0.929,0.918,0.882",62,62
T391,OADMET-0006211,5x0r,1,0.871422172,6.71902704,-7.6258111,0.6358308878709679,0.13051308912222132,"5x0r,6xp9,9beq","0.871,0.840,0.834",62,62
T392,OADMET-0006210,7axa,1,0.959647954,6.17597914,-8.04088688,0.8045440682258064,0.10206886163804589,"7axa,7n2a,5x0r","0.960,0.933,0.931",62,62
T393,OADMET-0006209,4ny9,1,0.882083476,6.00009727,-7.45591021,0.7266904427580644,0.1014922231088077,"4ny9,3r8d,5a86","0.882,0.880,0.879",62,62
T394,OADMET-0006208,8svs,1,0.903098226,6.72628641,-10.3542805,0.691434156548387,0.12649994969303185,"8svs,7axe,8r81","0.903,0.865,0.861",62,62
